User-ID,ISBN,Book-Rating
30,9780062693662,7
31,9780375826696,1
31,9780062693662,8
31,9780307588364,9
31,9780307454546,0
31,9780312924584,9
31,9780307474278,8
31,9780307743657,1
31,9781503278921,10
31,9781250301697,9
31,9780142437247,3
31,9780062073488,9
31,9780143113492,10
31,9780394758282,9
31,9781594634024,6
31,9780307341556,9
31,9781501110368,4
31,9780439023528,3
31,9780441478125,3
32,9780345337665,10
32,9780399590504,0
32,9780553283686,10
32,9780062094354,10
32,9781501142970,9
32,9780812550702,8
32,9781501156751,10
32,9780441172719,7
32,9780486266847,8
32,9780451524935,9
32,9780345391803,0
32,9780141439518,1
32,9780441478125,9
32,9780486411095,9
32,9780735211292,4
32,9780380729407,10
32,9780385737951,4
32,9781594634024,4
32,9780553380958,7
32,9780553293357,0
32,9780743273565,5
32,9780441569595,7
32,9780060850524,0
32,9780440180296,1
32,9780307743683,10
32,9780307887436,9
32,9780553418026,0
32,9780486282114,7
32,9780307743657,7
32,9780062259653,10
32,9780143039983,9
33,9780140280098,9
33,9781503278921,10
33,9780394758282,9
33,9781501110368,9
33,9780307352149,2
33,9780440212560,0
33,9780141439556,9
33,9780307588364,9
33,9780307472880,8
33,9780141439518,6
33,9780143124542,7
33,9780142437209,8
33,9780312924584,10
33,9780307454546,9
33,9780316015844,9
33,9780525478812,0
34,9780316017930,2
34,9780486266847,10
34,9781501156751,10
34,9780307743683,10
34,9780062259653,7
34,9780307743657,9
34,9780345337665,10
34,9780765311788,5
34,9781250301697,3
34,9780143039983,10
34,9780380729407,9
34,9780143113492,0
34,9781501142970,0
34,9780142437247,5
34,9780140280098,5
34,9780553293357,5
34,9780062457714,5
34,9780486282114,0
34,9780062094354,9
34,9780486411095,7
35,9780375826696,7
35,9780765311788,10
35,9781501110368,10
35,9780553103540,10
35,9780812548051,9
35,9780486411095,4
35,9780064404990,7
35,9780553283686,3
35,9780446605236,9
35,9780141439556,6
35,9780786838653,7
35,9780765326355,10
35,9780307472880,10
35,9780441172719,7
35,9780756404741,10
35,9780618640157,10
35,9780547928227,8
35,9781400079988,5
35,9780141439518,9
35,9780312924584,0
35,9780316015844,9
35,9780525478812,9
35,9780679879244,9
35,9780142437209,10
35,9780140280098,10
35,9780590353427,7
36,9780547928227,8
36,9780451524935,9
36,9780765311788,10
36,9780618640157,10
36,9780812550702,8
36,9780307743683,5
36,9780553380958,7
36,9780441478125,10
36,9780590353427,0
36,9780060850524,7
36,9780553418026,9
36,9780756404741,0
36,9780743273565,3
36,9780375826696,0
36,9780307887436,7
36,9780553283686,7
36,9780553293357,9
36,9780345391803,10
36,9780765326355,9
36,9780441172719,10
36,9780553103540,10
36,9780812548051,9
36,9780441569595,9
36,9780064404990,9
36,9780140280098,3
36,9780486266847,4
36,9781250301697,1
36,9780679879244,9
36,9780786838653,7
36,9780440414803,1
37,9780553293357,9
37,9780140280098,9
37,9780062693662,2
37,9780441478125,9
37,9780525478812,8
37,9780441172719,9
37,9780156029438,10
37,9780307454546,4
37,9780345391803,10
37,9780141439556,10
37,9781451696196,3
37,9780307887436,0
37,9780141439518,7
37,9780142437209,9
37,9781594634024,0
37,9780307743683,1
37,9780812550702,10
37,9781501110368,0
37,9780060850524,7
37,9780451524935,0
37,9780441569595,8
37,9780143124542,10
37,9780142410318,5
37,9780553380958,9
37,9780307472880,0
37,9780446605236,6
37,9780553418026,9
37,9780316015844,8
37,9780440212560,7
37,9780553283686,0
38,9780486266847,9
38,9781501142970,10
38,9780307743657,7
38,9780440212560,0
38,9780486282114,9
38,9780380729407,9
38,9780156029438,6
38,9780062094354,10
38,9781501156751,8
38,9780451524935,5
38,9780679879244,3
38,9780062259653,0
38,9780394758282,2
38,9780486411095,8
38,9780345337665,10
38,9780143039983,9
38,9780807014295,3
38,9780307743683,0
38,9781594634024,5
39,9780142437247,9
39,9780553103540,6
39,9780439023528,4
39,9780060935467,0
39,9780375826696,10
39,9780143039433,9
39,9781400079988,10
39,9780756404741,9
39,9780547928227,9
39,9780618640157,0
39,9780486415871,0
39,9781250012579,4
39,9780679879244,8
39,9780156029438,5
39,9780440180296,7
39,9780679732761,10
39,9780064404990,0
39,9780316769488,10
39,9780143035008,8
39,9781627792127,0
39,9780590353427,10
39,9780765311788,7
39,9781524763138,2
39,9780743273565,8
39,9781400033416,8
39,9780765326355,10
39,9780060883287,8
39,9780735211292,5
39,9781501142970,6
39,9780786838653,9
39,9780812548051,9
40,9780156029438,8
40,9780743273565,3
40,9781501110368,6
40,9781501156751,7
40,9781400033416,1
40,9780143124542,10
40,9780062094354,7
40,9780380729407,7
40,9780553418026,4
40,9780141439518,0
40,9780307743683,10
40,9780525478812,9
40,9780486266847,8
40,9780062457714,0
40,9780345337665,8
40,9780062259653,0
40,9780486411095,10
40,9780307743657,10
40,9780440212560,10
40,9781501142970,9
40,9780486282114,0
40,9780143039983,0
40,9780142437209,0
40,9780385737951,5
40,9780141439556,0
40,9780446605236,0
40,9780316015844,9
40,9780553380163,4
40,9780307472880,0
40,9780812981605,3
40,9780140280098,8
41,9780143039983,3
41,9780440212560,1
41,9780399590504,0
41,9780812981605,0
41,9780374533557,0
41,9780316017930,9
41,9780735211292,8
41,9780307352149,9
41,9780553380163,0
41,9780679732761,4
41,9781524763138,10
41,9780062457714,9
41,9781627792127,0
41,9780807014295,10
41,9780062073488,1
41,9780140280098,7
41,9780765326355,2
41,9780062316097,0
41,9780062407801,9
41,9780307743657,3
42,9781400033416,6
42,9780316769488,0
42,9780307341556,3
42,9780440180296,0
42,9780679732761,9
42,9780743273565,8
42,9780142437247,7
42,9780307588364,2
42,9780141439518,1
42,9780143035008,8
42,9780441478125,1
42,9780060935467,7
42,9780486282114,1
42,9780486415871,10
42,9780060883287,8
42,9780143039433,8
42,9780316017930,1
42,9781400079988,10
43,9780440180296,7
43,9781250301697,8
43,9780143113492,0
43,9780307341556,9
43,9780553418026,0
43,9781503278921,10
43,9780590353427,3
43,9780312924584,9
43,9780062259653,2
43,9780394758282,10
43,9780062073488,8
43,9780062693662,10
43,9780307588364,6
43,9780307454546,8
43,9781594634024,8
43,9780307474278,10
43,9780807014295,7
43,9780743273565,3
43,9781451696196,0
44,9780143039983,2
44,9780812981605,9
44,9780307474278,0
44,9780307743683,2
44,9780345391803,0
44,9780062407801,9
44,9780143039433,4
44,9780307352149,10
44,9780316017930,10
44,9780441172719,4
44,9780807014295,0
44,9780307588364,4
44,9780374533557,8
44,9781524763138,8
44,9780399590504,10
44,9780735211292,10
44,9780062316097,6
44,9780307454546,7
44,9780062457714,10
44,9780553380163,10
45,9780060850524,10
45,9780553380958,9
45,9780553380163,1
45,9780345391803,0
45,9781501142970,10
45,9780060935467,5
45,9780307743657,9
45,9780143035008,2
45,9780062259653,6
45,9780143039983,9
45,9780486266847,10
45,9780553418026,8
45,9780553293357,10
45,9780441569595,10
45,9780486411095,6
45,9780812550702,10
45,9781501156751,8
45,9780345337665,9
45,9780553283686,8
45,9781250301697,0
45,9780307743683,10
45,9780441478125,10
45,9780380729407,0
45,9780307887436,10
45,9780486282114,10
46,9781400079988,2
46,9780060935467,3
46,9780140280098,10
46,9780141439518,9
46,9780451524935,1
46,9780156029438,10
46,9780307472880,9
46,9780525478812,7
46,9780446605236,8
46,9780143124542,8
46,9780141439556,8
46,9780312924584,2
46,9780544336261,4
46,9780440180296,2
46,9780316015844,10
46,9781501110368,10
46,9780440212560,0
46,9780812548051,0
46,9780142437209,8
46,9780743273565,2
47,9780786838653,0
47,9780307454546,5
47,9780312674397,6
47,9780062457714,0
47,9780375869020,9
47,9780062316097,1
47,9780439023528,10
47,9780345391803,2
47,9780142410370,6
47,9781451696196,8
47,9780544336261,10
47,9780440414803,9
47,9780142410318,10
47,9781250012579,8
47,9780380729407,0
47,9780385737951,0
47,9780062024039,10
47,9781627792127,8
47,9780812550702,1
48,9780394758282,9
48,9780307474278,8
48,9780553418026,1
48,9780307454546,9
48,9780679732761,1
48,9780062073488,8
48,9780385737951,7
48,9780812548051,0
48,9780786838653,7
48,9781501156751,1
48,9780446605236,3
48,9780312924584,10
48,9780307588364,10
48,9780143113492,8
48,9781503278921,10
48,9780062259653,5
48,9780062693662,8
48,9781250301697,9
48,9780307341556,9
48,9781594634024,9
49,9780307341556,9
49,9781594634024,7
49,9780307454546,10
49,9780062693662,0
49,9781250301697,9
49,9780060850524,5
49,9780451524935,4
49,9780394758282,8
49,9780553293357,0
49,9780307588364,10
49,9780143039983,4
49,9781503278921,10
49,9780312924584,7
49,9780307474278,6
49,9780374533557,7
50,9780307588364,9
50,9780307341556,10
50,9780679879244,0
50,9781594634024,8
50,9780807014295,3
50,9781250301697,10
50,9780553380163,5
50,9780062693662,6
50,9780141439556,5
50,9780394758282,10
50,9780143113492,7
50,9780143035008,2
50,9780544336261,3
50,9780312674397,4
50,9780307454546,0
50,9780743273565,0
50,9780062073488,7
50,9780312924584,6
51,9780380729407,10
51,9780553103540,2
51,9780142410370,0
51,9780307743683,9
51,9780062259653,10
51,9781501156751,8
51,9780486282114,10
51,9781501142970,9
51,9780062693662,5
51,9780441569595,0
51,9780316017930,4
51,9780143039983,8
51,9780307743657,10
51,9780486266847,7
51,9780345337665,10
51,9780486411095,8
51,9780062094354,9
51,9780618640157,2
51,9781250301697,6
52,9780486282114,1
52,9780143035008,9
52,9780679732761,7
52,9780486415871,0
52,9780062407801,5
52,9781250012579,6
52,9780316769488,9
52,9780312674397,6
52,9780142437247,8
52,9780143039433,8
52,9780060935467,9
52,9781400033416,10
52,9781400079988,0
52,9780807014295,0
52,9780743273565,6
52,9780544336261,7
52,9780440180296,0
52,9780380729407,1
52,9780142410318,7
52,9780060883287,10
53,9780812981605,5
53,9781503278921,8
53,9780307341556,10
53,9780141439556,8
53,9780316015844,10
53,9780440212560,9
53,9780765311788,1
53,9780307472880,9
53,9780525478812,10
53,9781594634024,10
53,9780062094354,1
53,9780156029438,7
53,9781250301697,10
53,9781501156751,3
53,9780062693662,10
53,9781501110368,9
53,9780143124542,7
53,9780142437209,10
53,9780394758282,0
53,9780140280098,6
53,9780060850524,2
53,9780307454546,8
53,9780307474278,9
53,9780141439518,10
53,9780143113492,10
53,9780385737951,3
53,9780446605236,8
53,9780062073488,9
53,9780312924584,6
53,9780307588364,10
54,9780812550702,10
54,9780451524935,8
54,9780441478125,10
54,9780142437209,4
54,9780553380958,8
54,9780553293357,9
54,9780060883287,0
54,9780446605236,5
54,9780375869020,3
54,9780441172719,7
54,9780756404741,5
54,9780060850524,9
54,9780143039983,7
54,9780345391803,0
54,9780553283686,10
54,9780142437247,5
54,9780553418026,10
54,9780440180296,7
54,9780441569595,10
54,9780307887436,10
55,9780618640157,9
55,9780786838653,10
55,9780553103540,9
55,9780553380958,1
55,9780812548051,8
55,9780375826696,0
55,9780141439556,5
55,9780765326355,6
55,9780141439518,3
55,9780547928227,10
55,9780553293357,0
55,9780765311788,9
55,9780679879244,10
55,9780590353427,0
55,9780064404990,7
55,9780756404741,0
55,9780142410370,4
56,9780143124542,0
56,9780440180296,4
56,9781250301697,1
56,9780140280098,9
56,9780142437209,10
56,9780440212560,7
56,9780316015844,9
56,9780141439518,9
56,9781594634024,0
56,9780062024039,0
56,9780141439556,10
56,9781451696196,5
56,9781503278921,0
56,9780446605236,9
56,9780307472880,9
56,9781501110368,9
56,9780525478812,10
56,9780156029438,0
56,9780441569595,7
57,9780307454546,10
57,9780062693662,10
57,9780307588364,9
57,9780307474278,10
57,9781594634024,10
57,9780062073488,9
57,9780143124542,1
57,9780394758282,8
57,9781503278921,8
57,9781451696196,7
57,9780143113492,8
57,9780812550702,1
57,9781627792127,1
57,9780439023528,2
57,9780307341556,9
57,9780312924584,0
57,9780375826696,3
57,9781250301697,9
57,9780375869020,0
58,9780143113492,2
58,9780060850524,10
58,9780553380958,6
58,9780441569595,10
58,9780312674397,1
58,9780345391803,7
58,9780062693662,2
58,9780553418026,9
58,9780812550702,10
58,9780441478125,9
58,9780441172719,10
58,9780307743657,7
58,9780553293357,8
58,9780553283686,10
58,9780756404741,3
58,9780062259653,3
58,9781400033416,0
58,9780307887436,0
58,9780451524935,7
59,9780380729407,9
59,9780307743657,7
59,9780807014295,0
59,9780142410318,10
59,9780307743683,6
59,9780345337665,9
59,9781501142970,10
59,9781250301697,3
59,9780062259653,10
59,9780440414803,9
59,9780312674397,10
59,9780385737951,9
59,9780553293357,6
59,9780062094354,10
59,9780062024039,10
59,9781627792127,10
59,9781501156751,10
59,9780486411095,9
59,9781250012579,9
59,9780142410370,10
59,9781451696196,9
60,9780525478812,6
60,9780141439556,3
60,9780618640157,10
60,9780553103540,10
60,9780064404990,0
60,9780143039433,0
60,9780812548051,8
60,9780060850524,0
60,9780590353427,10
60,9780547928227,6
60,9780765311788,7
60,9780756404741,10
60,9780765326355,10
60,9780679879244,0
60,9780375826696,8
60,9780062316097,2
60,9780786838653,10
60,9780316015844,2
61,9780812548051,7
61,9780143039433,1
61,9780525478812,6
61,9780439023528,3
61,9780141439518,6
61,9780307472880,8
61,9780380729407,0
61,9780140280098,9
61,9780141439556,7
61,9780156029438,7
61,9780786838653,10
61,9780547928227,9
61,9780440212560,10
61,9780553103540,0
61,9780142437209,9
61,9780307474278,5
61,9780064404990,7
61,9780765326355,0
61,9780440180296,2
61,9780375826696,7
61,9780765311788,0
61,9780143124542,10
61,9781501110368,9
61,9780679879244,10
61,9780446605236,9
61,9780307743657,0
61,9781400079988,1
61,9780590353427,0
61,9780618640157,10
61,9780316015844,8
61,9780756404741,7
62,9780486415871,2
62,9781250012579,9
62,9780307743657,4
62,9780440414803,8
62,9781627792127,7
62,9780142410318,7
62,9780064404990,6
62,9780486266847,1
62,9780142410370,10
62,9781451696196,0
62,9780312674397,8
62,9780439023528,10
62,9780544336261,10
62,9780380729407,0
62,9780375869020,9
63,9781400079988,0
63,9780064404990,9
63,9780547928227,0
63,9780765311788,9
63,9780062024039,4
63,9780062407801,5
63,9780679732761,8
63,9780486415871,0
63,9780765326355,9
63,9780060935467,9
63,9780440180296,8
63,9780143035008,0
63,9780316769488,6
63,9780375826696,10
63,9780553103540,7
63,9780143039433,9
63,9780786838653,8
63,9781400033416,10
63,9780812548051,7
63,9781451696196,2
63,9780618640157,9
63,9780060883287,0
63,9780679879244,10
63,9780756404741,8
